sent_idx,word_idx,word,word_id,truth
8,10,af:.,465,O
9,0,af:Jacobus,5641,B-PER
9,1,af:Johannes,5742,I-PER
9,2,af:Venter,11239,I-PER
9,3,"af:,",450,O
9,4,af:politikus,8715,O
10,0,af:sodat,9943,O
10,1,af:die,3304,O
10,2,af:verantwoordelikheid,11252,O
10,3,af:vir,11570,O
10,4,af:die,3304,O
10,5,af:veroweringstog,11394,O
10,6,af:oorgegaan,8157,O
10,7,af:het,5153,O
10,8,af:na,7521,O
10,9,af:sy,10490,O
10,10,af:seun,9672,O
10,11,af:Ahasveros,1484,B-PER
10,12,af:.,465,O
11,0,af:São,10501,B-LOC
11,1,af:Paulo,8519,I-LOC
11,2,af:Lima,6683,B-LOC
11,3,af:Bogotá,2493,B-LOC
11,4,af:Rio,9183,B-LOC
11,5,af:de,3190,I-LOC
11,6,af:Janeiro,5670,I-LOC
11,7,af:Santiago,9473,B-LOC
11,8,af:de,3190,I-LOC
11,9,af:Chile,2907,I-LOC
11,10,af:Caracas,2825,B-LOC
11,11,af:Buenos,2683,B-LOC
11,12,af:Aires,1495,I-LOC
11,13,af:Salvador,9430,B-LOC
11,14,af:da,3085,I-LOC
11,15,af:Bahia,1923,I-LOC
11,16,af:Brasília,2599,B-LOC
11,17,af:Fortaleza,4034,B-LOC
11,18,af:Belo,2145,B-LOC
11,19,af:Horizonte,5318,I-LOC
12,0,af:Winterspele,12111,B-PER
12,1,af:2014,970,I-PER
12,2,af:-,451,O
12,3,af:Sotsji,10012,B-LOC
12,4,"af:,",450,O
12,5,af:Rusland,9335,B-LOC
13,0,af:Lionel,6699,B-PER
13,1,af:Abrahams,1339,I-PER
13,2,af:(,424,O
13,3,af:1928–2004,835,O
13,4,af:),425,O
13,5,"af:,",450,O
13,6,af:skrywer,9879,O
13,7,"af:,",450,O
13,8,af:digter,3328,O
13,9,"af:,",450,O
13,10,af:redakteur,9019,O
13,11,af:en,3744,O
13,12,af:uitgewer,11049,O
14,0,af:AANSTUUR,1292,O
14,1,af:Pous,8767,B-PER
14,2,af:Leo,6590,I-PER
14,3,af:XI,12258,I-PER
15,0,af:',6,O
15,1,af:'',7,O
15,2,af:Daniel,3136,B-PER
15,3,af:Ricciardo,9159,I-PER
15,4,af:'',7,O
15,5,af:',6,O
16,0,af:Hy,5403,O
16,1,af:doen,3395,O
16,2,af:krygsdiens,6383,O
16,3,af:by,2748,O
16,4,af:Ladysmith,6467,B-LOC
16,5,af:en,3744,O
16,6,af:vergesel,11306,O
16,7,af:genl,4382,O
16,8,af:.,465,O
17,0,af:Pan,8444,B-ORG
17,1,af:Africanist,1419,I-ORG
17,2,af:Congress,3008,I-ORG
17,3,af:of,7921,I-ORG
17,4,af:Azania,1880,I-ORG
18,0,af:',6,O
18,1,af:'',7,O
18,2,af:Noordwes-Universiteit,7819,B-ORG
18,3,af:'',7,O
18,4,af:',6,O
19,0,af:Die,3304,O
19,1,af:meeste,7107,O
19,2,af:mense,7152,O
19,3,af:is,5588,O
19,4,af:tydens,10985,O
19,5,af:die,3304,O
19,6,af:bewind,2337,O
19,7,af:van,11179,O
19,8,af:Josef,5769,B-PER
19,9,af:Stalin,10161,I-PER
19,10,af:na,7521,O
19,11,af:die,3304,O
19,12,af:kampe,5865,O
19,13,af:gestuur,4550,O
19,14,af:.,465,O
20,0,af:KwaZulu-Natal,6440,B-LOC
20,1,af:(,424,O
20,2,af:Pietermaritzburg,8612,B-LOC
20,3,af:),425,O
21,0,af:AANSTUUR,1292,O
21,1,af:Teenpous,10584,B-PER
21,2,af:Benedictus,2165,I-PER
21,3,af:XIV,12261,I-PER
22,0,af:',6,O
22,1,af:'',7,O
22,2,af:Westelike,12032,B-ORG
22,3,af:Provinsie,8873,I-ORG
22,4,af:'',7,O
22,5,af:',6,O
23,0,af:AANSTUUR,1292,O
23,1,af:Amadeus,1608,B-PER
23,2,af:I,5412,I-PER
23,3,af:van,11179,I-PER
23,4,af:Spanje,10040,I-PER
24,0,af:Universiteit,11117,B-ORG
24,1,af:van,11179,I-ORG
24,2,af:Wesleyan,12023,I-ORG
24,3,af:in,5461,I-ORG
24,4,af:Ohio,7931,I-ORG
25,0,af:Die,3304,O
25,1,af:terrein,10647,O
25,2,af:bied,2362,O
25,3,af:'n,416,O
25,4,af:pragtige,8775,O
25,5,af:uitsig,11065,O
25,6,af:oor,8140,O
25,7,af:die,3304,O
25,8,af:Sondagsriviervallei,9988,B-LOC
25,9,af:.,465,O
26,0,af:AANSTUUR,1292,O
26,1,af:Arbeidersparty,1741,B-ORG
26,2,af:(,424,I-ORG
26,3,af:Verenigde,11297,I-ORG
26,4,af:Koninkryk,6239,I-ORG
26,5,af:),425,I-ORG
27,0,af:Tydens,10985,O
27,1,af:die,3304,O
27,2,af:FIFA,3960,B-ORG
27,3,af:Sokker-Wêreldbekertoernooi,9957,I-ORG
27,4,af:in,5461,I-ORG
27,5,af:1986,932,I-ORG
27,6,af:wen,11980,O
27,7,af:hy,5403,O
27,8,af:die,3304,O
27,9,af:trofee,10891,O
27,10,af:vir,11570,O
27,11,af:sy,10490,O
27,12,af:land,6480,O
27,13,af:en,3744,O
27,14,af:word,12186,O
27,15,af:as,1796,O
27,16,af:die,3304,O
27,17,af:speler,10054,O
27,18,af:van,11179,O
27,19,af:die,3304,O
27,20,af:toernooi,10767,O
27,21,af:aangewys,1263,O
27,22,af:.,465,O
28,0,af:FC,3923,B-ORG
28,1,af:Barcelona,1974,I-ORG
28,2,af:(,424,O
28,3,af:',6,O
28,4,af:'',7,O
28,5,af:kampioene,5869,O
28,6,af:'',7,O
28,7,af:',6,O
28,8,af:),425,O
29,0,af:''Sien,315,O
29,1,af:die,3304,O
29,2,af:hoofartikel,5258,O
29,3,af:Evangelies-Augsburgse,3866,B-ORG
29,4,af:Kerk,6000,I-ORG
29,5,af:in,5461,I-ORG
29,6,af:Pole,8705,I-ORG
29,7,af:'',7,O
30,0,af:Die,3304,O
30,1,af:kerkgebou,6005,O
30,2,af:is,5588,O
30,3,af:geleë,4332,O
30,4,af:op,8232,O
30,5,af:die,3304,O
30,6,af:hoek,5211,O
30,7,af:van,11179,O
30,8,af:Eerstestraat,3621,O
30,9,af:en,3744,O
30,10,af:Sewendelaan,9684,O
30,11,"af:,",450,O
30,12,af:Roodepoort-Noord,9260,B-LOC
30,13,af:.,465,O
31,0,af:Sy,10490,O
31,1,af:was,11903,O
31,2,af:ook,8135,O
31,3,af:die,3304,O
31,4,af:bekende,2102,O
31,5,af:akteur,1519,O
31,6,af:en,3744,O
31,7,af:televisie-aanbieder,10610,O
31,8,af:Nico,7708,B-PER
31,9,af:Panagio,8445,I-PER
31,10,af:se,9548,O
31,11,af:ma,6837,O
31,12,af:.,465,O
32,0,af:**,426,O
32,1,af:James,5659,B-PER
32,2,af:Cameron,2812,I-PER
32,3,af:–,12421,O
32,4,af:''Avatar,39,O
32,5,af:'',7,O
33,0,af:Daniel,3136,B-PER
33,1,af:Cornelis,3025,I-PER
33,2,af:Boonzaier,2529,I-PER
33,3,af:(,424,O
33,4,af:1865–1950,733,O
33,5,af:),425,O
33,6,"af:,",450,O
33,7,af:spotprenttekenaar,10092,O
34,0,af:Athol,1833,B-PER
34,1,af:Fugard,4098,I-PER
34,2,"af:,",450,O
34,3,af:dramaturg,3470,O
34,4,"af:,",450,O
34,5,af:akteur,1519,O
34,6,af:en,3744,O
34,7,af:regisseur,9054,O
35,0,af:Die,3304,O
35,1,af:Britse,2634,B-ORG
35,2,af:Vloot,11605,I-ORG
35,3,af:het,5153,O
35,4,af:die,3304,O
35,5,af:probleem,8830,O
35,6,af:aansienlik,1277,O
35,7,af:verlig,11360,O
35,8,af:deur,3274,O
35,9,af:'n,416,O
35,10,af:vasmeerplek,11205,O
35,11,af:te,10570,O
35,12,af:bou,2570,O
35,13,af:in,5461,O
35,14,af:die,3304,O
35,15,af:Waterloobaai,11915,O
35,16,"af:,",450,O
35,17,af:1½,949,O
35,18,af:km,6141,O
35,19,af:oos,8203,O
35,20,af:van,11179,O
35,21,af:die,3304,O
35,22,af:mond,7338,O
35,23,af:van,11179,O
35,24,af:die,3304,O
35,25,af:Groot-Visrivier,4821,B-LOC
35,26,af:.,465,O
36,0,af:Hy,5403,O
36,1,af:het,5153,O
36,2,af:38,1045,O
36,3,af:keer,5969,O
36,4,af:vir,11570,O
36,5,af:die,3304,O
36,6,af:Springbokke,10099,B-ORG
36,7,af:gespeel,4526,O
36,8,"af:,",450,O
36,9,af:wat,11908,O
36,10,af:in,5461,O
36,11,af:daardie,3094,O
36,12,af:tyd,10982,O
36,13,af:'n,416,O
36,14,af:rekord,9088,O
36,15,af:was,11903,O
36,16,af:.,465,O
37,0,af:Die,3304,O
37,1,af:wildtuin,12074,O
37,2,af:se,9548,O
37,3,af:naam,7524,O
37,4,af:is,5588,O
37,5,af:afkomstig,1413,O
37,6,af:van,11179,O
37,7,af:die,3304,O
37,8,af:Sabie-,9393,B-LOC
37,9,af:en,3744,O
37,10,af:Sandriviere,9459,B-LOC
37,11,af:wat,11908,O
37,12,af:daardeur,3093,O
37,13,af:vloei,11603,O
37,14,af:.,465,O
38,0,af:Anneline,1690,B-PER
38,1,af:Kriel,6342,I-PER
38,2,af:(,424,O
38,3,af:1955-,891,O
38,4,af:),425,O
38,5,"af:,",450,O
38,6,af:skoonheidskoningin,9862,O
38,7,af:en,3744,O
38,8,af:Mej,7125,O
38,9,af:.,465,O
39,0,af:Sint,9779,B-ORG
39,1,af:Helena,5068,I-ORG
39,2,"af:,",450,I-ORG
39,3,af:Ascension,1800,I-ORG
39,4,af:en,3744,I-ORG
39,5,af:Tristan,10889,I-ORG
39,6,af:da,3085,I-ORG
39,7,af:Cunha,3065,I-ORG
40,0,af:Jon,5750,B-PER
40,1,af:Voight,11621,I-PER
40,2,af:–,12421,O
40,3,af:''Deliverance,96,O
40,4,af:'',7,O
41,0,af:Die,3304,O
41,1,af:naaste,7531,O
41,2,af:dorpie,3441,O
41,3,af:is,5588,O
41,4,af:Alicedale,1573,B-LOC
41,5,af:.,465,O
42,0,af:Kroasië,6354,B-LOC
42,1,af:eindig,3665,O
42,2,af:in,5461,O
42,3,af:die,3304,O
42,4,af:derde,3264,O
42,5,af:en,3744,O
42,6,af:Nederland,7626,B-LOC
42,7,af:in,5461,O
42,8,af:die,3304,O
42,9,af:vierde,11544,O
42,10,af:plek,8672,O
42,11,af:.,465,O
43,0,af:Manchester,6920,B-LOC
43,1,"af:,",450,I-LOC
43,2,af:New,7682,I-LOC
43,3,af:Hampshire,4931,I-LOC
44,0,af:AANSTUUR,1292,O
44,1,af:Laval,6535,B-LOC
44,2,"af:,",450,I-LOC
44,3,af:Quebec,8925,I-LOC
45,0,af:S.J.,9365,B-PER
45,1,af:du,3507,I-PER
45,2,af:Toit,10788,I-PER
45,3,af:hulle,5376,O
45,4,af:daar,3090,O
45,5,af:kom,6181,O
45,6,af:besoek,2259,O
45,7,af:en,3744,O
45,8,af:dienste,3310,O
45,9,af:gehou,4277,O
45,10,af:.,465,O
46,0,af:Dit,3366,O
46,1,af:kom,6181,O
46,2,af:voor,11661,O
46,3,af:in,5461,O
46,4,af:Oos-Afrika,8204,B-LOC
46,5,"af:,",450,O
46,6,af:Limpopo,6686,B-LOC
46,7,"af:,",450,O
46,8,af:Mpumalanga,7424,B-LOC
46,9,"af:,",450,O
46,10,af:KwaZulu-Natal,6440,B-LOC
46,11,af:en,3744,O
46,12,af:in,5461,O
46,13,af:'n,416,O
46,14,af:strook,10326,O
46,15,af:langs,6513,O
46,16,af:die,3304,O
46,17,af:kus,6424,O
46,18,af:tot,10827,O
46,19,af:by,2748,O
46,20,af:Uitenhage,11018,B-LOC
46,21,af:in,5461,O
46,22,af:die,3304,O
46,23,af:Oos-Kaap,8212,B-LOC
46,24,af:.,465,O
47,0,af:**,426,O
47,1,af:''12,8,O
47,2,af:'',7,O
47,3,af:(,424,O
47,4,af:Rusland,9335,B-LOC
47,5,af:),425,O
48,0,af:**,426,O
48,1,af:James,5659,B-PER
48,2,af:Woods,12164,I-PER
48,3,af:–,12421,O
48,4,af:''Salvador,303,O
48,5,af:'',7,O
49,0,af:David,3159,B-PER
49,1,af:Pieter,8610,I-PER
49,2,af:de,3190,I-PER
49,3,af:Villiers,11559,I-PER
49,4,af:Graaff,4741,I-PER
50,0,af:Chili,2908,B-LOC
50,1,af:(,424,O
50,2,af:1969-1976,913,O
50,3,af:),425,O
51,0,af:Sy,10490,O
51,1,af:word,12186,O
51,2,af:later,6526,O
51,3,af:as,1796,O
51,4,af:uitvoerende,11082,O
51,5,af:hoof,5256,O
51,6,af:van,11179,O
51,7,af:Transnet,10858,B-ORG
51,8,af:aangestel,1255,O
51,9,af:.,465,O
52,0,af:Nelson,7652,B-PER
52,1,af:Mandela,6926,I-PER
52,2,af:vir,11570,O
52,3,af:'n,416,O
52,4,af:wetenskapprojek,12043,O
52,5,af:ontvang,8113,O
52,6,af:.,465,O
53,0,af:Op,8232,O
53,1,af:die,3304,O
53,2,af:stel,10215,O
53,3,af:het,5153,O
53,4,af:sy,10490,O
53,5,af:Ian,5415,B-PER
53,6,af:Roberts,9198,I-PER
53,7,af:ontmoet,8098,O
53,8,af:.,465,O
54,0,af:AANSTUUR,1292,O
54,1,af:Hull,5375,B-LOC
54,2,"af:,",450,I-LOC
54,3,af:Quebec,8925,I-LOC
55,0,af:Hy,5403,O
55,1,af:was,11903,O
55,2,af:nie,7712,O
55,3,af:'n,416,O
55,4,af:biskop,2392,O
55,5,af:nie,7712,O
55,6,af:en,3744,O
55,7,af:ook,8135,O
55,8,af:nie,7712,O
55,9,af:'n,416,O
55,10,af:inwoner,5574,O
55,11,af:van,11179,O
55,12,af:Rome,9246,B-LOC
55,13,af:nie,7712,O
55,14,af:.,465,O
56,0,af:AANSTUUR,1292,O
56,1,af:Katedraal,5946,B-ORG
56,2,af:van,11179,I-ORG
56,3,af:Vilnius,11560,I-ORG
57,0,af:Danksy,3141,O
57,1,af:die,3304,O
57,2,af:dienste,3310,O
57,3,af:oor,8140,O
57,4,af:'n,416,O
57,5,af:lang,6499,O
57,6,af:tydperk,10987,O
57,7,af:van,11179,O
57,8,af:sestien,9665,O
57,9,af:jaar,5631,O
57,10,af:van,11179,O
57,11,af:dr.,3454,O
57,12,af:J.D.,5622,B-PER
57,13,af:du,3507,I-PER
57,14,af:Toit,10788,I-PER
57,15,af:en,3744,O
57,16,af:ds,3500,O
57,17,af:.,465,O
58,0,af:',6,O
58,1,af:'',7,O
58,2,af:Sauber,9499,B-ORG
58,3,af:'',7,O
58,4,af:',6,O
59,0,af:Pythagoras,8910,B-PER
59,1,af:het,5153,O
59,2,af:ook,8135,O
59,3,af:stemme,10224,O
59,4,af:gehoor,4276,O
59,5,af:.,465,O
60,0,af:Dit,3366,O
60,1,af:was,11903,O
60,2,af:ook,8135,O
60,3,af:die,3304,O
60,4,af:eerste,3616,O
60,5,af:keer,5969,O
60,6,af:dat,3153,O
60,7,af:hy,5403,O
60,8,af:teen,10578,O
60,9,af:die,3304,O
60,10,af:All,1577,B-ORG
60,11,af:Blacks,2406,I-ORG
60,12,af:gespeel,4526,O
60,13,af:het,5153,O
60,14,af:.,465,O
61,0,af:Dit,3366,O
61,1,af:lê,6825,O
61,2,af:in,5461,O
61,3,af:die,3304,O
61,4,af:Noordwestelike,7822,B-LOC
61,5,af:Federale,3927,I-LOC
61,6,af:Distrik,3364,I-LOC
61,7,af:.,465,O
62,0,af:Sy,10490,O
62,1,af:studeer,10334,O
62,2,af:dan,3132,O
62,3,af:maatskaplike,6849,O
62,4,af:werk,11994,O
62,5,af:aan,1224,O
62,6,af:die,3304,O
62,7,af:Randse,8988,B-ORG
62,8,af:Afrikaanse,1427,I-ORG
62,9,af:Universiteit,11117,I-ORG
62,10,af:en,3744,O
62,11,af:skryf,9875,O
62,12,af:in,5461,O
62,13,af:hierdie,5163,O
62,14,af:tyd,10982,O
62,15,af:vir,11570,O
62,16,af:''Heraut,167,O
62,17,af:'',7,O
62,18,af:se,9548,O
62,19,af:Kunsredaksie,6407,O
62,20,af:.,465,O
63,0,af:Juliana,5793,B-PER
63,1,af:(,424,O
63,2,af:regeer,9037,O
63,3,af:1948–1980,874,O
63,4,af:),425,O
63,5,af:het,5153,O
63,6,af:’n,12430,O
63,7,af:meer,7099,O
63,8,af:moederlike,7311,O
63,9,af:karakter,5916,O
63,10,af:gehad,4269,O
63,11,af:.,465,O
64,0,af:Kaapse,5815,B-LOC
64,1,af:Wynlande,12221,I-LOC
64,2,af:(,424,O
64,3,af:DC2,3167,O
64,4,af:),425,O
64,5,af:in,5461,O
64,6,af:die,3304,O
64,7,af:noorde,7804,O
65,0,af:Wenner,11986,O
65,1,af:van,11179,O
65,2,af:die,3304,O
65,3,af:FIFA,3960,B-ORG
65,4,af:Sokker-Wêreldbekertoernooi,9957,I-ORG
65,5,af:in,5461,I-ORG
65,6,af:2002,958,I-ORG
66,0,af:Indië,5478,B-LOC
66,1,af:het,5153,O
66,2,af:teen,10578,O
66,3,af:Asië,1807,B-LOC
66,4,af:gebots,4198,O
66,5,af:en,3744,O
66,6,af:die,3304,O
66,7,af:Himalaja,5184,B-LOC
66,8,af:gevorm,4597,O
66,9,af:.,465,O
67,0,af:die,3304,O
67,1,af:wynbedryf,12218,O
67,2,af:),425,O
67,3,"af:,",450,O
67,4,af:die,3304,O
67,5,af:vervoerstelsel,11484,O
67,6,"af:,",450,O
67,7,af:en,3744,O
67,8,af:die,3304,O
67,9,af:industriële,5486,O
67,10,af:ontwikkeling,8117,O
67,11,"af:,",450,O
67,12,af:is,5588,O
67,13,af:tydens,10985,O
67,14,af:die,3304,O
67,15,af:koloniale,6177,O
67,16,af:tydperk,10987,O
67,17,af:Blanke,2415,O
67,18,af:(,424,O
67,19,af:hoofsaaklik,5281,O
67,20,af:Franse,4067,B-LOC
67,21,af:),425,O
67,22,af:koloniste,6180,O
67,23,af:gelê,4349,O
67,24,af:.,465,O
68,0,af:Nog,7767,O
68,1,af:een,3599,O
68,2,af:is,5588,O
68,3,af:vir,11570,O
68,4,af:Durban,3540,B-LOC
68,5,af:beplan,2186,O
68,6,af:en,3744,O
68,7,af:daarna,3099,O
68,8,af:sou,10013,O
68,9,af:hy,5403,O
68,10,af:hopelik,5313,O
68,11,af:die,3304,O
68,12,af:Cambridge,2811,B-ORG
68,13,af:besoek,2259,O
68,14,af:.,465,O
69,0,af:Dijon,3332,B-LOC
69,1,af:(,424,O
69,2,af:AF,1376,O
69,3,af:),425,O
70,0,af:Fishers,3989,O
70,1,af:op,8232,O
70,2,af:Queenstown,8930,B-LOC
70,3,af:het,5153,O
70,4,af:nuwe,7862,O
70,5,af:Nagmaaltafels,7552,O
70,6,af:gemaak,4350,O
70,7,af:.,465,O
71,0,af:AANSTUUR,1292,O
71,1,af:Diana,3297,B-PER
71,2,"af:,",450,I-PER
71,3,af:Prinses,8821,I-PER
71,4,af:van,11179,I-PER
71,5,af:Wallis,11876,I-PER
72,0,af:Japan,5676,B-LOC
72,1,af:(,424,O
72,2,af:500,1078,O
72,3,af:000,487,O
72,4,af:),425,O
73,0,af:**,426,O
73,1,af:Akira,1508,B-PER
73,2,af:Kurosawa,6420,I-PER
73,3,af:–,12421,O
73,4,af:''Ran,288,O
73,5,af:'',7,O
74,0,af:AANSTUUR,1292,O
74,1,af:Montejo,7355,B-LOC
74,2,af:de,3190,I-LOC
74,3,af:Tiermes,10714,I-LOC
75,0,af:Hy,5403,O
75,1,af:word,12186,O
75,2,af:opgevolg,8273,O
75,3,af:(,424,O
75,4,af:nog,7767,O
75,5,af:voor,11661,O
75,6,af:sy,10490,O
75,7,af:dood,3427,O
75,8,af:),425,O
75,9,af:deur,3274,O
75,10,af:Pous,8767,B-PER
75,11,af:Eugenius,3851,I-PER
75,12,af:I,5412,I-PER
75,13,af:.,465,O
76,0,af:Sy,10490,O
76,1,af:dood,3427,O
76,2,af:het,5153,O
76,3,af:die,3304,O
76,4,af:verbrokkeling,11267,O
76,5,af:van,11179,O
76,6,af:die,3304,O
76,7,af:Kalmarunie,5851,B-LOC
76,8,af:van,11179,O
76,9,af:die,3304,O
76,10,af:drie,3481,O
76,11,af:koninkryke,6240,O
76,12,af:tot,10827,O
76,13,af:gevolg,4592,O
76,14,af:gehad,4269,O
76,15,af:.,465,O
77,0,af:St.,10120,B-ORG
77,1,af:Paulus,8520,I-ORG
77,2,af:se,9548,I-ORG
77,3,af:katedraal,5946,I-ORG
78,0,af:Suid-Georgië,10383,B-LOC
78,1,af:en,3744,I-LOC
78,2,af:die,3304,I-LOC
78,3,af:Suidelike,10399,I-LOC
78,4,af:Sandwicheilande,9461,I-LOC
79,0,af:AANSTUUR,1292,O
79,1,af:28ste,1010,B-ORG
79,2,af:Dinastie,3337,I-ORG
79,3,af:van,11179,I-ORG
79,4,af:Egipte,3641,I-ORG
80,0,af:SG,9692,B-ORG
80,1,af:Sonnenhof,9994,I-ORG
80,2,af:Großaspach,4844,I-ORG
81,0,af:Dit,3366,O
81,1,af:is,5588,O
81,2,af:een,3599,O
81,3,af:van,11179,O
81,4,af:die,3304,O
81,5,af:hoogste,5300,O
81,6,af:pieke,8601,O
81,7,af:in,5461,O
81,8,af:Europa,3856,B-LOC
81,9,af:.,465,O
82,0,af:Ambrose,1621,B-PER
82,1,af:Lomax,6735,I-PER
82,2,"af:,",450,O
82,3,af:fotograaf,4042,O
82,4,af:en,3744,O
82,5,af:apteker,1731,O
83,0,af:Dit,3366,O
83,1,af:word,12186,O
83,2,af:deur,3274,O
83,3,af:Transnet,10858,B-ORG
83,4,af:bestuur,2283,O
83,5,af:.,465,O
84,0,af:AANSTUUR,1292,O
84,1,af:North,7835,B-ORG
84,2,af:Head-vuurtoring,5025,I-ORG
84,3,"af:,",450,I-ORG
84,4,af:Saldanhabaai,9425,I-ORG
85,0,af:Met,7168,O
85,1,af:hulle,5376,O
85,2,af:neerlaag,7640,O
85,3,af:naby,7535,O
85,4,af:Yorktown,12287,B-LOC
85,5,af:was,11903,O
85,6,af:die,3304,O
85,7,af:stryd,10331,O
85,8,af:vir,11570,O
85,9,af:die,3304,O
85,10,af:Britte,2637,O
85,11,af:verlore,11364,O
85,12,af:.,465,O
86,0,af:Datum,3156,O
86,1,af:onbekend,7990,O
86,2,af:-,451,O
86,3,af:Sanlamgebou,9469,O
86,4,"af:,",450,O
86,5,af:Bloemfontein,2430,B-LOC
86,6,af:.,465,O
87,0,af:Die,3304,O
87,1,af:eenheid,3602,O
87,2,af:is,5588,O
87,3,af:beveel,2316,O
87,4,af:om,7961,O
87,5,af:by,2748,O
87,6,af:genl.,4383,B-PER
87,7,af:De,3190,I-PER
87,8,af:la,6455,I-PER
87,9,af:Rey,9139,I-PER
87,10,af:by,2748,O
87,11,af:Scholtznek,9521,O
87,12,af:aan,1224,O
87,13,af:te,10570,O
87,14,af:sluit,9909,O
87,15,af:om,7961,O
87,16,af:die,3304,O
87,17,af:twee,10963,O
87,18,af:Krupp,6381,O
87,19,af:veldkannonne,11228,O
87,20,af:te,10570,O
87,21,af:verdedig,11274,O
87,22,af:.,465,O
88,0,af:Die,3304,O
88,1,af:historiese,5193,O
88,2,af:stadskern,10156,O
88,3,af:van,11179,O
88,4,af:Salzburg,9432,B-LOC
89,0,af:Sy,10490,O
89,1,af:beduidendste,2053,O
89,2,af:verteenwoordiger,11456,O
89,3,af:was,11903,O
89,4,af:Adam,1349,B-PER
89,5,af:Mickiewicz,7202,I-PER
89,6,af:.,465,O
90,0,af:Spanje,10040,B-LOC
90,1,af:eindig,3665,O
90,2,af:in,5461,O
90,3,af:die,3304,O
90,4,af:derde,3264,O
90,5,af:plek,8672,O
90,6,af:en,3744,O
90,7,af:Suid-Afrika,10374,B-ORG
90,8,af:in,5461,O
90,9,af:die,3304,O
90,10,af:vierde,11544,O
90,11,af:plek,8672,O
90,12,af:.,465,O
91,0,af:',6,O
91,1,af:'',7,O
91,2,af:Jenson,5700,B-PER
91,3,af:Button,2740,I-PER
91,4,af:'',7,O
91,5,af:',6,O
92,0,af:Stigting,10265,O
92,1,af:van,11179,O
92,2,af:die,3304,O
92,3,af:stad,10143,O
92,4,af:Stralsund,10296,B-LOC
92,5,af:(,424,O
92,6,af:Duitsland,3530,B-LOC
92,7,af:),425,O
93,0,af:Higgerty,5175,O
93,1,af:van,11179,O
93,2,af:die,3304,O
93,3,af:Verenigde,11297,B-ORG
93,4,af:Party,8489,I-ORG
93,5,af:(,424,O
93,6,af:onbestrede,7992,O
93,7,af:),425,O
94,0,af:deur,3274,O
94,1,af:die,3304,O
94,2,af:Han-dinastie,4934,B-LOC
94,3,af:gebruik,4203,O
94,4,af:.,465,O
95,0,af:Pous,8767,B-PER
95,1,af:Anastasius,1651,I-PER
95,2,af:IV,5608,I-PER
96,0,af:AANSTUUR,1292,O
96,1,af:Puerto,8898,B-ORG
96,2,af:Ricaanse,9158,I-ORG
96,3,af:Onafhanklikheidsparty,7987,I-ORG
97,0,af:**,426,O
97,1,af:Italië,5604,B-ORG
97,2,af:(,424,O
97,3,af:''Gli,154,O
97,4,af:Azzurri,1885,O
97,5,af:'',7,O
97,6,af:),425,O
98,0,af:Die,3304,O
98,1,af:land,6480,O
98,2,af:van,11179,O
98,3,af:die,3304,O
98,4,af:Mede,7073,B-LOC
98,5,af:.,465,O
99,0,af:’n,12430,O
99,1,af:Student,10335,O
99,2,af:van,11179,O
99,3,af:Hongarye,5247,B-LOC
99,4,af:wat,11908,O
99,5,af:’n,12430,O
99,6,af:kind,6061,O
99,7,af:gehad,4269,O
99,8,af:het,5153,O
99,9,af:.,465,O
100,0,af:Frank,4057,B-PER
